sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
184087,https://sofifa.com/player/184087/toby-alderweireld/20/159586,T. Alderweireld,Toby Alderweireld,30,3/2/1989,186,81,Belgium,Tottenham Hotspur,87,87,41000000,155000,CB,Right,3,3,2,Medium/Medium,Normal,Yes,75900000,"#Tackling , #Tactician ",RCB,4,nan,7/8/2015,2020,RCB,2,64,55,72,66,88,79,nan,nan,nan,nan,nan,nan,Leadership,64,45,82,79,38,62,63,69,85,75,61,66,59,87,50,78,84,78,79,58,81,88,54,62,58,86,90,90,86,16,6,14,16,14,66+3,66+3,66+3,64+3,66+3,66+3,66+3,64+3,67+3,67+3,67+3,67+3,74+3,74+3,74+3,67+3,78+3,83+3,83+3,83+3,78+3,80+3,84+3,84+3,84+3,80+3
207865,https://sofifa.com/player/207865/marcos-aoas-correa/20/159586,Marquinhos,Marcos  Aoás Corrêa,25,5/14/1994,183,75,Brazil,Paris Saint-Germain,86,90,51500000,120000,"CB, CDM",Right,3,3,3,Medium/High,Normal,Yes,99100000,"#Tackling , #Tactician ",RCB,5,nan,7/19/2013,2022,nan,nan,74,41,73,70,86,77,nan,nan,nan,nan,nan,nan,Inflexible,68,33,84,82,31,64,55,32,82,79,72,76,69,85,68,61,89,76,75,35,80,86,59,68,47,86,86,87,87,6,6,12,10,13,63+3,63+3,63+3,66+3,66+3,66+3,66+3,66+3,68+3,68+3,68+3,70+3,74+3,74+3,74+3,70+3,79+3,82+3,82+3,82+3,79+3,81+3,83+3,83+3,83+3,81+3
232363,https://sofifa.com/player/232363/milan-skriniar/20/159586,M. Škriniar,Milan Škriniar,24,2/11/1995,187,80,Slovakia,Inter,86,90,52000000,89000,CB,Right,1,4,2,Medium/High,Normal,No,92300000,#Tactician ,LCB,37,nan,7/7/2017,2023,nan,nan,69,41,59,66,87,82,nan,nan,nan,nan,nan,nan,nan,40,42,82,73,40,67,34,30,69,69,70,69,48,83,51,50,78,75,85,30,86,86,30,57,56,81,92,87,83,10,13,12,8,12,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,62+2,74+2,79+2,79+2,79+2,74+2,76+2,84+2,84+2,84+2,76+2
205600,https://sofifa.com/player/205600/samuel-umtiti/20/159586,S. Umtiti,Samuel Umtiti,25,11/14/1993,182,75,France,FC Barcelona,86,89,50000000,210000,CB,Left,3,3,2,Medium/High,Normal,Yes,106300000,"#Tackling , #Tactician ",SUB,23,nan,7/12/2016,2023,LCB,5,69,63,69,69,86,82,nan,nan,nan,nan,nan,nan,nan,61,51,79,80,65,64,72,62,73,77,66,72,62,82,66,83,88,71,86,74,82,87,51,58,61,82,87,88,85,15,10,14,12,15,68+3,68+3,68+3,66+3,67+3,67+3,67+3,66+3,67+3,67+3,67+3,67+3,72+3,72+3,72+3,67+3,77+3,80+3,80+3,80+3,77+3,79+3,84+3,84+3,84+3,79+3
184344,https://sofifa.com/player/184344/leonardo-bonucci/20/159586,L. Bonucci,Leonardo Bonucci,32,5/1/1987,190,85,Italy,Juventus,86,86,28500000,160000,CB,Right,3,4,2,Low/High,Lean,Yes,47000000,#Tactician ,RCB,19,nan,8/2/2018,2023,RCB,19,58,58,69,70,87,79,nan,nan,nan,nan,nan,nan,"Long Throw-in, Diver, Leadership, Long Passer (CPU AI Only)",44,48,84,77,58,69,56,61,85,75,55,60,61,84,55,74,85,68,82,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4,64+3,64+3,64+3,62+3,65+3,65+3,65+3,62+3,68+3,68+3,68+3,65+3,74+3,74+3,74+3,65+3,73+3,82+3,82+3,82+3,73+3,75+3,84+3,84+3,84+3,75+3
235243,https://sofifa.com/player/235243/matthijs-de-ligt/20/159586,M. de Ligt,Matthijs de Ligt,19,8/12/1999,189,89,Netherlands,Juventus,85,93,50000000,76000,CB,Right,3,4,2,Medium/High,Normal,Yes,92500000,#Strength,SUB,4,nan,7/18/2019,2024,RCB,3,67,58,66,68,83,84,nan,nan,nan,nan,nan,nan,"Diver, Avoids Using Weaker Foot, Long Passer (CPU AI Only)",52,50,85,76,40,66,48,55,74,74,61,72,56,83,60,82,84,77,88,64,82,82,44,63,40,82,86,82,80,12,11,11,12,10,67+3,67+3,67+3,63+3,65+3,65+3,65+3,63+3,66+3,66+3,66+3,65+3,71+3,71+3,71+3,65+3,74+3,79+3,79+3,79+3,74+3,76+3,82+3,82+3,82+3,76+3
201535,https://sofifa.com/player/201535/raphael-varane/20/159586,R. Varane,Raphaël Varane,26,4/25/1993,191,81,France,Real Madrid,85,90,45000000,205000,CB,Right,3,3,2,Medium/High,Lean,Yes,95600000,#Tackling ,RCB,5,nan,7/1/2011,2022,RCB,4,83,45,62,63,85,80,nan,nan,nan,nan,nan,nan,nan,36,40,83,75,42,55,46,52,76,77,79,86,63,83,38,52,79,72,86,53,77,82,44,59,43,84,87,86,85,11,11,9,5,14,62+3,62+3,62+3,61+3,62+3,62+3,62+3,61+3,64+3,64+3,64+3,64+3,69+3,69+3,69+3,64+3,74+3,79+3,79+3,79+3,74+3,77+3,83+3,83+3,83+3,77+3
212190,https://sofifa.com/player/212190/niklas-sule/20/159586,N. Süle,Niklas Süle,23,9/3/1995,195,97,Germany,FC Bayern München,85,90,46500000,115000,CB,Right,2,3,2,Medium/Medium,Stocky,Yes,80200000,"#Aerial Threat, #Tackling , #Strength",RCB,4,nan,7/1/2017,2022,RCB,15,72,42,55,50,86,82,nan,nan,nan,nan,nan,nan,nan,34,22,86,78,33,43,28,30,69,63,53,87,34,81,33,77,40,66,94,62,83,81,26,40,32,75,85,89,87,15,7,14,7,15,57+2,57+2,57+2,50+2,53+2,53+2,53+2,50+2,54+2,54+2,54+2,54+2,62+2,62+2,62+2,54+2,71+2,77+2,77+2,77+2,71+2,75+2,83+2,83+2,83+2,75+2
216460,https://sofifa.com/player/216460/jose-maria-gimenez/20/159586,J. Giménez,José María Giménez de Vargas,24,1/20/1995,185,80,Uruguay,Atlético Madrid,85,89,45000000,69000,CB,Right,2,3,2,Medium/High,Normal,Yes,95600000,#Tackling ,RCB,2,nan,7/1/2013,2023,nan,nan,69,45,52,54,86,82,nan,nan,nan,nan,nan,nan,Injury Prone,47,37,81,69,30,50,36,44,62,60,67,70,54,79,39,72,89,64,88,48,89,85,24,27,38,75,88,86,86,9,11,7,10,15,56+2,56+2,56+2,52+2,52+2,52+2,52+2,52+2,51+2,51+2,51+2,54+2,58+2,58+2,58+2,54+2,71+2,74+2,74+2,74+2,71+2,74+2,83+2,83+2,83+2,74+2
220440,https://sofifa.com/player/220440/clement-lenglet/20/159586,C. Lenglet,Clément Lenglet,24,6/17/1995,186,81,France,FC Barcelona,85,89,45000000,175000,CB,Left,2,4,2,Medium/High,Lean,Yes,95600000,#Tactician ,LCB,15,nan,7/12/2018,2023,nan,nan,75,45,68,65,86,80,nan,nan,nan,nan,nan,nan,Long Passer (CPU AI Only),55,39,82,81,37,57,59,31,75,76,77,74,62,84,60,58,86,75,82,46,80,87,54,66,49,82,90,83,81,10,10,9,12,7,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,77+2,81+2,81+2,81+2,77+2,79+2,83+2,83+2,83+2,79+2
192774,https://sofifa.com/player/192774/kostas-manolas/20/159586,K. Manolas,Kostas Manolas,28,6/14/1991,189,83,Greece,Napoli,85,86,37500000,105000,CB,Right,3,2,2,Low/High,Normal,No,66600000,"#Tackling , #Tactician ",RCB,44,nan,7/2/2019,2022,LCB,4,82,25,42,60,86,81,nan,nan,nan,nan,nan,nan,Injury Prone,27,25,80,60,16,54,30,10,61,65,81,83,68,82,60,40,86,72,82,12,86,86,25,22,26,85,87,87,89,8,6,8,15,12,51+3,51+3,51+3,50+3,50+3,50+3,50+3,50+3,50+3,50+3,50+3,53+3,55+3,55+3,55+3,53+3,71+3,74+3,74+3,74+3,71+3,75+3,83+3,83+3,83+3,75+3
197445,https://sofifa.com/player/197445/david-alaba/20/159586,D. Alaba,David Olatukunbo Alaba,27,6/24/1992,180,78,Austria,FC Bayern München,85,86,38000000,135000,"LB, CB",Left,4,4,3,Medium/Medium,Lean,Yes,65600000,nan,LB,27,nan,2/10/2010,2021,LM,8,83,73,81,80,80,76,nan,nan,nan,nan,nan,nan,Argues with Officials,82,63,74,82,68,79,78,85,79,82,79,86,78,84,78,85,83,85,74,80,69,82,76,77,79,80,80,80,80,5,7,14,15,9,76+3,76+3,76+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,81+3,80+3,80+3,80+3,81+3,81+3,78+3,78+3,78+3,81+3
220814,https://sofifa.com/player/220814/lucas-hernandez/20/159586,L. Hernández,Lucas Hernández,23,2/14/1996,182,76,France,FC Bayern München,84,89,37500000,110000,"CB, LB",Left,3,3,2,High/High,Normal,Yes,64700000,nan,LCB,21,nan,7/1/2019,2024,LB,21,81,54,70,71,83,82,nan,nan,nan,nan,nan,nan,Long Passer (CPU AI Only),78,53,82,79,46,65,59,39,63,79,79,83,70,85,68,62,85,83,79,51,86,83,62,63,42,76,81,84,86,10,7,8,14,10,68+3,68+3,68+3,70+3,69+3,69+3,69+3,70+3,69+3,69+3,69+3,72+3,72+3,72+3,72+3,72+3,81+3,79+3,79+3,79+3,81+3,82+3,82+3,82+3,82+3,82+3
198176,https://sofifa.com/player/198176/stefan-de-vrij/20/159586,S. de Vrij,Stefan de Vrij,27,2/5/1992,189,78,Netherlands,Inter,84,85,31500000,88000,CB,Right,3,4,2,Medium/High,Normal,Yes,55900000,nan,CB,6,nan,7/1/2018,2023,SUB,5,66,41,62,68,86,74,nan,nan,nan,nan,nan,nan,"Leadership, Long Passer (CPU AI Only)",49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,8,10,7,14,13,57+3,57+3,57+3,59+3,59+3,59+3,59+3,59+3,62+3,62+3,62+3,61+3,68+3,68+3,68+3,61+3,73+3,77+3,77+3,77+3,73+3,75+3,81+3,81+3,81+3,75+3
120533,https://sofifa.com/player/120533/kepler-laveran-lima-ferreira/20/159586,Pepe,Képler Laveran Lima Ferreira,36,2/26/1983,188,81,Portugal,FC Porto,84,84,6500000,16000,CB,Right,4,3,2,Medium/High,Lean,Yes,13000000,nan,RCB,3,nan,1/8/2019,2021,RCB,3,67,51,57,60,85,85,nan,nan,nan,nan,nan,nan,"Injury Prone, Avoids Using Weaker Foot",46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,8,15,5,9,10,60+3,60+3,60+3,58+3,59+3,59+3,59+3,58+3,59+3,59+3,59+3,60+3,64+3,64+3,64+3,60+3,73+3,76+3,76+3,76+3,73+3,75+3,82+3,82+3,82+3,75+3
172879,https://sofifa.com/player/172879/sokratis-papastathopoulos/20/159586,Sokratis,Sokratis Papastathopoulos,31,6/9/1988,186,85,Greece,Arsenal,84,84,23000000,115000,CB,Right,3,2,2,Medium/High,Normal,Yes,43700000,"#Tackling , #Strength",RCB,5,nan,7/2/2018,2021,RCB,19,72,51,52,60,84,83,nan,nan,nan,nan,nan,nan,"Diver, Avoids Using Weaker Foot",47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,6,8,5,12,5,63+3,63+3,63+3,57+3,59+3,59+3,59+3,57+3,57+3,57+3,57+3,59+3,60+3,60+3,60+3,59+3,71+3,72+3,72+3,72+3,71+3,74+3,82+3,82+3,82+3,74+3
177610,https://sofifa.com/player/177610/javier-martinez-aginaga/20/159586,Javi Martínez,Javier Martínez Aginaga,30,9/2/1988,192,86,Spain,FC Bayern München,84,84,25500000,125000,"CDM, CB",Right,3,3,2,Low/Medium,Normal,Yes,42100000,"#Tackling , #Tactician ",SUB,8,nan,8/29/2012,2021,nan,nan,48,55,69,63,86,83,nan,nan,nan,nan,nan,nan,"Power Free-Kick, Injury Prone, Giant Throw-in",58,43,87,76,58,59,46,45,74,71,45,50,52,85,49,76,85,72,85,62,91,88,51,74,52,80,85,86,85,5,12,9,11,8,64+3,64+3,64+3,60+3,63+3,63+3,63+3,60+3,65+3,65+3,65+3,63+3,72+3,72+3,72+3,63+3,74+3,80+3,80+3,80+3,74+3,76+3,84+3,84+3,84+3,76+3
183907,https://sofifa.com/player/183907/jerome-boateng/20/159586,J. Boateng,Jérôme Boateng,30,9/3/1988,192,90,Germany,FC Bayern München,84,84,25000000,125000,CB,Right,4,4,2,Medium/Medium,Stocky,Yes,41300000,"#Tackling , #Strength",SUB,17,nan,7/14/2011,2021,nan,nan,66,50,72,65,84,82,nan,nan,nan,nan,nan,nan,"Inflexible, Power Free-Kick, Leadership",69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,7,12,15,6,5,63+3,63+3,63+3,63+3,63+3,63+3,63+3,63+3,66+3,66+3,66+3,66+3,72+3,72+3,72+3,66+3,75+3,79+3,79+3,79+3,75+3,77+3,82+3,82+3,82+3,77+3
184432,https://sofifa.com/player/184432/cesar-azpilicueta-tanco/20/159586,Azpilicueta,César Azpilicueta Tanco,29,8/28/1989,178,76,Spain,Chelsea,84,84,25500000,145000,"RB, CB",Right,3,3,2,Medium/Medium,Normal,Yes,48500000,"#Tackling , #Tactician ",RB,28,nan,8/24/2012,2022,SUB,14,70,55,77,73,85,76,nan,nan,nan,nan,nan,nan,"Inflexible, Diver, Dives Into Tackles (CPU AI Only), Leadership, Giant Throw-in",81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5,66+3,66+3,66+3,70+3,69+3,69+3,69+3,70+3,71+3,71+3,71+3,73+3,76+3,76+3,76+3,73+3,81+3,82+3,82+3,82+3,81+3,81+3,81+3,81+3,81+3,81+3
207863,https://sofifa.com/player/207863/felipe-augusto-de-almeida-monteiro/20/159586,Felipe,Felipe Augusto de Almeida Monteiro,30,5/16/1989,190,83,Brazil,Atlético Madrid,84,84,25000000,74000,CB,Right,3,3,2,Medium/High,Normal,No,51300000,#Strength,LCB,18,nan,7/1/2019,2022,nan,nan,64,41,57,60,84,87,nan,nan,nan,nan,nan,nan,"Diver, Long Passer (CPU AI Only)",45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7,56+3,56+3,56+3,55+3,55+3,55+3,55+3,55+3,57+3,57+3,57+3,58+3,64+3,64+3,64+3,58+3,72+3,76+3,76+3,76+3,72+3,74+3,82+3,82+3,82+3,74+3
210413,https://sofifa.com/player/210413/alessio-romagnoli/20/159586,A. Romagnoli,Alessio Romagnoli,24,1/12/1995,188,78,Italy,Milan,83,89,32000000,46000,CB,Left,2,3,2,Medium/High,Normal,No,60800000,nan,LCB,13,nan,8/11/2015,2022,SUB,13,63,40,55,66,85,79,nan,nan,nan,nan,nan,nan,Leadership,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,58+2,58+2,58+2,58+2,65+2,65+2,65+2,58+2,71+2,77+2,77+2,77+2,71+2,74+2,81+2,81+2,81+2,74+2
213331,https://sofifa.com/player/213331/jonathan-tah/20/159586,J. Tah,Jonathan Tah,23,2/11/1996,195,97,Germany,Bayer 04 Leverkusen,83,88,31000000,67000,CB,Right,2,4,2,Medium/Medium,Stocky,Yes,55000000,"#Aerial Threat, #Strength",RCB,4,nan,7/16/2015,2023,SUB,5,71,27,59,57,83,81,nan,nan,nan,nan,nan,nan,nan,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,70+2,76+2,76+2,76+2,70+2,73+2,81+2,81+2,81+2,73+2
229237,https://sofifa.com/player/229237/manuel-akanji/20/159586,M. Akanji,Manuel Obafemi Akanji,23,7/19/1995,187,91,Switzerland,Borussia Dortmund,83,88,31000000,77000,CB,Right,2,3,2,Medium/High,Normal,No,53500000,nan,RCB,16,nan,1/15/2018,2022,CB,5,78,45,68,72,83,80,nan,nan,nan,nan,nan,nan,nan,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,76+2,79+2,79+2,79+2,76+2,77+2,81+2,81+2,81+2,77+2
203574,https://sofifa.com/player/203574/john-stones/20/159586,J. Stones,John Stones,25,5/28/1994,188,70,England,Manchester City,83,87,30000000,140000,CB,Right,2,4,3,High/Medium,Lean,Yes,57800000,nan,RCB,5,nan,8/9/2016,2022,RCB,5,68,36,70,72,84,77,nan,nan,nan,nan,nan,nan,Inflexible,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8,59+2,59+2,59+2,64+2,63+2,63+2,63+2,64+2,67+2,67+2,67+2,68+2,72+2,72+2,72+2,68+2,77+2,80+2,80+2,80+2,77+2,78+2,81+2,81+2,81+2,78+2
