sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
198219,https://sofifa.com/player/198219/lorenzo-insigne/20/159586,L. Insigne,Lorenzo Insigne,28,6/4/1991,163,59,Italy,Napoli,87,87,52000000,140000,"CF, LW, ST",Right,3,4,4,High/Medium,Normal,Yes,88400000,"#Dribbler, #Crosser, #Acrobat",LS,24,nan,7/1/2010,2022,LW,10,89,79,85,91,35,47,nan,nan,nan,nan,nan,nan,"Beat Offside Trap, Argues with Officials, Early Crosser",86,77,59,87,74,90,87,77,78,93,94,85,94,84,93,79,52,72,40,85,34,26,85,89,68,83,49,24,22,8,4,14,9,10,79+3,79+3,79+3,87+3,86+3,86+3,86+3,87+3,87+3,87+3,87+3,86+3,79+3,79+3,79+3,86+3,63+3,58+3,58+3,58+3,63+3,58+3,44+3,44+3,44+3,58+3
201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/20/159586,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,27,10/2/1991,181,76,Brazil,Liverpool,86,87,52000000,170000,"CF, ST, CAM",Right,3,4,4,High/High,Lean,Yes,100100000,"#Dribbler, #Playmaker  , #Engine, #Complete Midfielder",CF,9,nan,7/6/2015,2023,nan,nan,77,82,80,87,61,78,nan,nan,nan,nan,nan,nan,"Selfish, Finesse Shot, Outside Foot Shot, Crowd Favourite",72,85,78,86,81,88,80,65,76,88,78,77,80,86,81,81,81,88,74,76,73,58,87,86,72,88,60,64,42,8,11,9,6,10,83+3,83+3,83+3,83+3,84+3,84+3,84+3,83+3,84+3,84+3,84+3,83+3,82+3,82+3,82+3,83+3,72+3,73+3,73+3,73+3,72+3,69+3,67+3,67+3,67+3,69+3
192387,https://sofifa.com/player/192387/ciro-immobile/20/159586,C. Immobile,Ciro Immobile,29,2/20/1990,185,85,Italy,Lazio,86,86,44500000,105000,ST,Right,3,4,3,High/Medium,Normal,Yes,75700000,#Clinical Finisher,ST,17,nan,7/27/2016,2023,ST,17,80,85,63,81,39,76,nan,nan,nan,nan,nan,nan,Speed Dribbler (CPU AI Only),55,87,81,74,85,83,70,51,49,83,76,83,75,87,63,86,77,79,73,80,77,40,91,65,78,81,34,33,32,6,8,15,12,6,83+3,83+3,83+3,79+3,82+3,82+3,82+3,79+3,78+3,78+3,78+3,76+3,70+3,70+3,70+3,76+3,60+3,57+3,57+3,57+3,60+3,57+3,54+3,54+3,54+3,57+3
193301,https://sofifa.com/player/193301/alexandre-lacazette/20/159586,A. Lacazette,Alexandre Lacazette,28,5/28/1991,175,73,France,Arsenal,86,86,46000000,165000,ST,Right,3,4,4,High/High,Normal,Yes,87400000,#Dribbler,ST,9,nan,7/5/2017,2022,nan,nan,82,85,75,86,40,74,nan,nan,nan,nan,nan,nan,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",68,87,74,81,82,86,74,74,69,86,82,82,85,86,85,86,76,79,73,78,72,42,87,78,84,86,29,42,30,11,6,9,5,6,83+3,83+3,83+3,82+3,84+3,84+3,84+3,82+3,82+3,82+3,82+3,81+3,76+3,76+3,76+3,81+3,63+3,62+3,62+3,62+3,63+3,59+3,55+3,55+3,55+3,59+3
192505,https://sofifa.com/player/192505/romelu-lukaku/20/159586,R. Lukaku,Romelu Lukaku,26,5/13/1993,190,94,Belgium,Inter,85,86,46000000,115000,ST,Left,3,4,3,Medium/Medium,Stocky,Yes,81700000,#Strength,LS,9,nan,8/8/2019,2024,ST,9,75,82,73,72,35,84,nan,nan,nan,nan,nan,nan,"Early Crosser, Long Passer (CPU AI Only)",72,84,85,75,77,78,78,66,71,70,64,84,55,84,46,87,71,75,95,74,71,27,86,73,78,81,30,30,30,8,15,14,7,10,81+3,81+3,81+3,76+3,78+3,78+3,78+3,76+3,75+3,75+3,75+3,75+3,70+3,70+3,70+3,75+3,57+3,56+3,56+3,56+3,57+3,54+3,53+3,53+3,53+3,54+3
201399,https://sofifa.com/player/201399/mauro-icardi/20/159586,M. Icardi,Mauro Emanuel Icardi Rivero,26,2/19/1993,181,75,Argentina,Inter,85,86,46000000,115000,ST,Right,3,4,3,Medium/Low,Normal,Yes,81700000,#Poacher,RES,36,nan,7/9/2013,2021,nan,nan,75,84,61,77,36,69,nan,nan,nan,nan,nan,nan,"Diver, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",46,89,88,73,85,75,58,45,54,80,76,75,75,85,76,84,94,67,73,70,56,22,92,64,82,79,45,24,20,13,9,5,7,9,83+3,83+3,83+3,75+3,79+3,79+3,79+3,75+3,76+3,76+3,76+3,73+3,67+3,67+3,67+3,73+3,53+3,52+3,52+3,52+3,53+3,51+3,50+3,50+3,50+3,51+3
41236,https://sofifa.com/player/41236/zlatan-ibrahimovic/20/159586,Z. Ibrahimović,Zlatan Ibrahimović,37,10/3/1981,195,95,Sweden,LA Galaxy,85,85,14000000,15000,ST,Right,5,4,5,Medium/Low,Normal,Yes,21000000,"#Poacher, #Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward",ST,9,nan,3/23/2018,2019,nan,nan,56,88,77,77,34,78,nan,nan,nan,nan,nan,nan,"Selfish, Argues with Officials, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only), Crowd Favourite",70,86,83,77,88,77,80,78,73,84,57,55,72,82,39,90,68,59,87,88,84,20,91,84,89,90,28,37,24,13,15,10,9,12,82+4,82+4,82+4,77+4,80+4,80+4,80+4,77+4,80+4,80+4,80+4,75+4,74+4,74+4,74+4,75+4,53+4,57+4,57+4,57+4,53+4,50+4,52+4,52+4,52+4,50+4
143076,https://sofifa.com/player/143076/alejandro-gomez/20/159586,A. Gómez,Alejandro Darío Gómez,31,2/15/1988,165,68,Argentina,Atalanta,85,85,34000000,92000,"CAM, CF, ST",Right,3,4,4,High/Medium,Normal,No,57800000,#Acrobat,CAM,10,nan,9/2/2014,2022,nan,nan,89,78,81,86,39,55,nan,nan,nan,nan,nan,nan,"Argues with Officials, Crowd Favourite",81,79,38,81,72,85,79,79,74,85,94,85,92,81,94,76,70,70,46,79,56,40,82,85,72,84,50,30,34,8,11,12,9,6,75+3,75+3,75+3,83+3,82+3,82+3,82+3,83+3,83+3,83+3,83+3,82+3,76+3,76+3,76+3,82+3,64+3,60+3,60+3,60+3,64+3,60+3,48+3,48+3,48+3,60+3
167664,https://sofifa.com/player/167664/gonzalo-higuain/20/159586,G. Higuaín,Gonzalo Gerardo Higuaín,31,12/10/1987,186,89,Argentina,Juventus,85,85,34500000,175000,ST,Right,4,4,3,High/Medium,Normal,Yes,56900000,#Clinical Finisher,SUB,21,nan,7/26/2016,2021,nan,nan,63,85,71,80,31,71,nan,nan,nan,nan,nan,nan,"Argues with Officials, Speed Dribbler (CPU AI Only), Skilled Dribbling",68,88,77,75,88,80,74,62,60,84,62,64,72,86,69,86,78,60,84,80,50,20,90,75,70,85,35,22,18,5,12,7,5,10,82+3,82+3,82+3,78+3,81+3,81+3,81+3,78+3,78+3,78+3,78+3,75+3,70+3,70+3,70+3,75+3,53+3,52+3,52+3,52+3,53+3,49+3,47+3,47+3,47+3,49+3
173731,https://sofifa.com/player/173731/gareth-bale/20/159586,G. Bale,Gareth Frank Bale,29,7/16/1989,185,82,Wales,Real Madrid,85,85,37500000,250000,"RW, LW, ST",Left,4,3,4,Medium/Medium,Lean,Yes,76900000,"#Speedster, #Distance Shooter, #Crosser, #FK Specialist",SUB,11,nan,9/2/2013,2022,RM,11,91,87,82,82,58,76,nan,nan,nan,nan,nan,nan,"Inflexible, Power Free-Kick, Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Outside Foot Shot",86,84,84,81,85,83,90,87,80,84,90,91,79,80,65,92,86,73,80,90,65,59,85,79,76,85,54,55,52,15,15,11,5,6,84+3,84+3,84+3,84+3,84+3,84+3,84+3,84+3,82+3,82+3,82+3,83+3,78+3,78+3,78+3,83+3,72+3,69+3,69+3,69+3,72+3,70+3,66+3,66+3,66+3,70+3
192629,https://sofifa.com/player/192629/iago-aspas-juncal/20/159586,Iago Aspas,Iago Aspas Juncal,31,8/1/1987,176,67,Spain,RC Celta,85,85,34500000,49000,"ST, RW",Left,2,3,3,High/High,Lean,Yes,72500000,"#Acrobat, #Clinical Finisher",RS,10,nan,7/1/2015,2023,SUB,17,78,84,77,85,35,64,nan,nan,nan,nan,nan,nan,"Power Free-Kick, Beat Offside Trap, Speed Dribbler (CPU AI Only), Giant Throw-in, Outside Foot Shot",80,88,78,79,83,86,80,76,68,85,80,76,87,85,72,79,66,71,60,82,63,39,86,79,82,85,39,21,18,12,16,9,12,13,82+2,82+2,82+2,83+2,83+2,83+2,83+2,83+2,82+2,82+2,82+2,81+2,74+2,74+2,74+2,81+2,60+2,57+2,57+2,57+2,60+2,56+2,49+2,49+2,49+2,56+2
180930,https://sofifa.com/player/180930/edin-dzeko/20/159586,E. Džeko,Edin Džeko,33,3/17/1986,193,80,Bosnia Herzegovina,Roma,84,84,19500000,75000,ST,Right,3,5,2,Medium/Medium,Lean,Yes,33200000,#Poacher,ST,9,nan,7/1/2015,2022,nan,nan,60,84,71,75,46,73,nan,nan,nan,nan,nan,nan,"Avoids Using Weaker Foot, Beat Offside Trap",63,88,83,77,77,76,65,54,72,85,61,60,56,83,36,86,64,72,81,79,58,50,89,75,67,83,58,28,16,9,11,13,15,15,82+3,82+3,82+3,76+3,80+3,80+3,80+3,76+3,78+3,78+3,78+3,75+3,74+3,74+3,74+3,75+3,59+3,62+3,62+3,62+3,59+3,55+3,55+3,55+3,55+3,55+3
181783,https://sofifa.com/player/181783/mario-mandzukic/20/159586,M. Mandžukić,Mario Mandžukić,33,5/21/1986,190,85,Croatia,Juventus,84,84,19500000,160000,"ST, LW",Right,3,3,3,High/High,Lean,Yes,32200000,"#Aerial Threat, #Strength",ST,17,nan,7/1/2015,2021,nan,nan,68,80,71,75,65,86,nan,nan,nan,nan,nan,nan,"Injury Prone, Selfish, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only), Skilled Dribbling",72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,10,8,5,8,15,82+3,82+3,82+3,76+3,79+3,79+3,79+3,76+3,76+3,76+3,76+3,76+3,75+3,75+3,75+3,76+3,71+3,72+3,72+3,72+3,71+3,70+3,72+3,72+3,72+3,70+3
199434,https://sofifa.com/player/199434/dusan-tadic/20/159586,D. Tadić,Dušan Tadić,30,11/20/1988,181,76,Serbia,Ajax,84,84,29500000,36000,"CAM, LW, ST",Left,3,3,4,Medium/Medium,Normal,Yes,41300000,nan,ST,10,nan,7/3/2018,2023,nan,nan,68,80,84,85,41,71,nan,nan,nan,nan,nan,nan,"Diver, Avoids Using Weaker Foot, Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,11,11,14,9,16,79+3,79+3,79+3,82+3,82+3,82+3,82+3,82+3,83+3,83+3,83+3,82+3,79+3,79+3,79+3,82+3,64+3,63+3,63+3,63+3,64+3,59+3,52+3,52+3,52+3,59+3
200647,https://sofifa.com/player/200647/josip-ilicic/20/159586,J. Iličić,Josip Iličić,31,1/29/1988,190,79,Slovenia,Atalanta,84,84,28000000,92000,"CF, ST",Left,3,4,4,Medium/Medium,Lean,No,47600000,#Distance Shooter,RS,72,nan,7/5/2017,2021,RM,7,70,84,84,85,43,67,nan,nan,nan,nan,nan,nan,"Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,13,13,8,12,6,80+3,80+3,80+3,82+3,83+3,83+3,83+3,82+3,84+3,84+3,84+3,82+3,78+3,78+3,78+3,82+3,64+3,63+3,63+3,63+3,64+3,59+3,52+3,52+3,52+3,59+3
232432,https://sofifa.com/player/232432/luka-jovic/20/159586,L. Jović,Luka Jović,21,12/23/1997,182,85,Serbia,Real Madrid,83,89,36500000,155000,ST,Right,1,5,3,Medium/Medium,Stocky,Yes,82100000,#Poacher,SUB,18,nan,7/1/2019,2024,nan,nan,77,82,68,81,29,74,nan,nan,nan,nan,nan,nan,"Speed Dribbler (CPU AI Only), Outside Foot Shot",67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,8,7,12,9,13,81+2,81+2,81+2,78+2,80+2,80+2,80+2,78+2,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,55+2,53+2,53+2,53+2,55+2,51+2,47+2,47+2,47+2,51+2
205175,https://sofifa.com/player/205175/arkadiusz-milik/20/159586,A. Milik,Arkadiusz Milik,25,2/28/1994,186,78,Poland,Napoli,83,88,35000000,91000,ST,Left,3,3,4,Medium/Medium,Lean,Yes,62100000,"#Poacher, #Clinical Finisher",RS,99,nan,8/2/2016,2021,SUB,7,69,85,64,76,39,74,nan,nan,nan,nan,nan,nan,"Power Free-Kick, Speed Dribbler (CPU AI Only)",58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6,80+3,80+3,80+3,74+3,77+3,77+3,77+3,74+3,73+3,73+3,73+3,72+3,67+3,67+3,67+3,72+3,56+3,55+3,55+3,55+3,56+3,54+3,52+3,52+3,52+3,54+3
211300,https://sofifa.com/player/211300/anthony-martial/20/159586,A. Martial,Anthony Martial,23,12/5/1995,184,76,France,Manchester United,83,88,34500000,140000,"LW, ST, LM",Right,3,3,4,Medium/Low,Normal,Yes,68100000,#Dribbler,ST,9,nan,9/1/2015,2024,SUB,19,89,81,72,86,41,71,nan,nan,nan,nan,nan,nan,"Beat Offside Trap, Selfish, Early Crosser, Crowd Favourite",72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,80+3,80+3,80+3,80+3,73+3,73+3,73+3,80+3,64+3,59+3,59+3,59+3,64+3,60+3,54+3,54+3,54+3,60+3
224411,https://sofifa.com/player/224411/goncalo-manuel-ganchinho-guedes/20/159586,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,22,11/29/1996,179,68,Portugal,Valencia CF,83,88,34500000,46000,"LM, ST",Right,2,4,4,High/Medium,Normal,Yes,75000000,"#Speedster, #Dribbler",LM,7,nan,8/29/2018,2024,SUB,17,90,79,76,84,36,70,nan,nan,nan,nan,nan,nan,"Selfish, Argues with Officials, Early Crosser, Crowd Favourite",78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9,78+2,78+2,78+2,81+2,81+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,63+2,60+2,60+2,60+2,63+2,59+2,51+2,51+2,51+2,59+2
226110,https://sofifa.com/player/226110/nicolas-pepe/20/159586,N. Pépé,Nicolas Pépé,24,5/29/1995,183,73,Ivory Coast,Arsenal,83,88,34500000,97000,"RM, RW, ST",Left,1,3,4,High/Low,Lean,No,68100000,"#Speedster, #Dribbler, #Acrobat",RM,19,nan,8/1/2019,2024,SUB,19,91,81,75,85,33,67,nan,nan,nan,nan,nan,nan,"Injury Free, Beat Offside Trap, Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8,79+2,79+2,79+2,82+2,81+2,81+2,81+2,82+2,81+2,81+2,81+2,81+2,73+2,73+2,73+2,81+2,61+2,55+2,55+2,55+2,61+2,57+2,46+2,46+2,46+2,57+2
231677,https://sofifa.com/player/231677/marcus-rashford/20/159586,M. Rashford,Marcus Rashford,21,10/31/1997,186,70,England,Manchester United,83,88,35500000,125000,"ST, LM",Right,2,3,5,High/High,Lean,Yes,70100000,"#Speedster, #Engine, #Acrobat",LM,10,nan,7/1/2014,2023,SUB,11,92,82,73,84,45,77,nan,nan,nan,nan,nan,nan,"Long Throw-in, Selfish, Argues with Officials, Early Crosser, Giant Throw-in, Crowd Favourite",74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14,81+2,81+2,81+2,82+2,82+2,82+2,82+2,82+2,80+2,80+2,80+2,81+2,73+2,73+2,73+2,81+2,65+2,62+2,62+2,62+2,65+2,62+2,57+2,57+2,57+2,62+2
